Center Frequency (MHz),Altitude (m),Speed,Measured Mean PL (dB),Measured STD PL (dB),3GPP RMa Mean PL (dB),3GPP RMa STD PL (dB),2-Ray Mean PL (dB),2-Ray STD PL (dB),Free Space Mean PL (dB),Free Space STD PL (dB)
3620.0,30.115,3.368733779403503,76.75957817724868,7.2126527397309035,99.35578054401499,8.362577637799845,97.56511529324344,7.099736004579395,55.59593511608287,2.8398248945177182
3564.0,30.117,2.24185501042472,74.08145763832806,6.681482682547084,99.43752142143654,8.426804870736792,95.48255464770763,6.652407954642123,55.133840358560334,2.4162324742067005
3686.0,30.184,3.571610063551328,73.67087375372762,5.060687956367248,99.27870298038972,8.446242541088422,98.20402809185424,7.18042057691233,55.735695618464824,2.886798857677608
3564.0,60.105,3.2932128507631777,74.44659306602271,5.555320653296411,98.44726485522636,8.34906957541823,97.28743015547002,6.976555075930325,55.310851300389544,2.82372694380571
3686.0,60.107,3.0557749577755464,72.21700638705266,2.520413620612202,98.96054430883797,8.629497794492314,97.26695428733015,6.863969043409905,55.40021865430736,2.7085932223588025
3620.0,60.183,3.4374241628000037,76.74915920819404,7.978592394867075,98.52362483748495,7.916929853430899,97.499711411203,6.8826440083291285,55.266261755243676,2.7628569214654934
3686.0,90.108,2.601654426060971,72.04750354509717,1.916753637117017,98.86483495158554,7.874039411473718,96.65927601875988,6.142271789001623,55.286720118607946,2.282422839498404
3620.0,90.117,3.256967033354537,75.60349338249698,4.925259005551347,98.90152505832867,7.7038207516461,97.33480815150314,6.387610460258617,55.200090932418924,2.411355273750564
3564.0,90.12,2.535201125825363,75.44210946186271,5.823291457544454,98.1762015824223,7.747498558029266,95.82659144735779,6.328848629259901,54.968790631354054,2.2127283957857595
